customer_ID,shopping_pt,record_type,day,time,state,location,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost,prev_A,d1_A,1_actual_A,d2_A,prev_actual_A,prev_B,d1_B,1_actual_B,d2_B,prev_actual_B,prev_C,d1_C,1_actual_C,d2_C,prev_actual_C,prev_D,d1_D,1_actual_D,d2_D,prev_actual_D,prev_E,d1_E,1_actual_E,d2_E,prev_actual_E,prev_F,d1_F,1_actual_F,d2_F,prev_actual_F,prev_G,d1_G,1_actual_G,d2_G,prev_actual_G,prev_C_previous,d1_C_previous,1_actual_C_previous,d2_C_previous,prev_actual_C_previous,order
10000024,2,0,0,14:03,AL,10026,1,1,26,c,1,75,75,0,1,3,0,0,1,1,0,0,2,555,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,1
10000029,3,0,4,13:35,WA,10031,1,1,14,e,2,68,68,0,3,5,0,0,3,3,0,0,2,597,0,1,1,0,0,0,1,1,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,3,0,3,1
10000030,5,0,3,16:40,PA,10032,1,0,14,d,4,23,23,0,1,6,0,0,1,1,0,0,1,628,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
10000035,2,0,1,11:49,FL,10037,1,0,7,g,2,24,24,0,2,9,1,1,1,3,1,2,3,670,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,1,0,1,0,0,2,0,2,0,0,3,0,3,0,0,2,0,2,1
10000044,2,0,4,15:22,NV,10046,2,1,1,g,2,54,50,1,3,15,2,1,3,3,1,1,3,603,0,0,2,0,2,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,1
10000045,3,0,3,13:32,OH,10047,1,1,17,c,3,40,40,0,3,5,1,1,3,3,1,1,2,583,0,0,1,0,1,0,1,0,0,1,0,0,3,0,3,0,0,3,0,3,0,1,0,0,1,0,1,2,0,1,0,0,2,0,2,0,0,3,0,3,1
10000046,2,0,1,16:50,NE,10048,2,1,7,g,3,33,31,1,3,6,1,0,3,3,0,2,1,581,0,0,1,0,1,1,1,1,0,1,0,0,3,0,3,0,0,3,0,3,1,1,1,0,1,0,0,2,0,2,1,1,2,0,2,0,0,3,0,3,1
10000050,2,0,3,11:11,AR,10052,1,0,5,d,NA,28,28,0,2,4,1,0,2,2,0,0,2,644,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,1
10000051,4,0,0,14:02,OK,10005,1,0,13,e,3,44,44,0,1,8,1,1,2,1,1,2,2,616,0,1,0,0,1,0,1,0,0,1,0,1,1,0,2,0,0,1,0,1,0,1,0,0,1,0,1,0,0,2,0,0,2,0,2,0,0,1,0,1,1
10000053,3,0,1,16:30,CO,10054,1,0,12,g,4,23,23,0,4,5,1,1,4,3,0,2,2,615,0,0,1,0,1,1,1,0,0,0,1,1,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,4,0,4,1
10000056,2,0,4,15:10,MO,10057,2,0,9,d,NA,49,49,0,3,14,1,1,2,3,0,1,1,598,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,1,1,3,0,3,0,0,3,0,3,1
10000058,4,0,0,15:49,TN,10059,1,1,13,f,NA,57,57,0,2,2,1,1,2,2,1,1,1,642,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,1,2,0,1,0,0,2,0,2,1
10000065,4,0,3,13:54,OH,10066,4,0,0,f,3,65,27,1,3,6,1,0,3,3,0,2,3,675,0,0,1,0,1,0,0,0,0,0,0,1,2,0,3,0,1,2,0,3,0,0,0,0,0,0,0,2,0,2,0,1,4,0,3,0,0,3,0,3,1
10000067,7,0,3,15:36,OK,10068,1,1,14,f,NA,20,20,0,1,4,1,0,1,2,0,2,2,677,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,1,NA,0,1,1
10000070,4,0,2,16:12,ME,10071,1,0,2,e,4,27,27,0,1,2,1,0,2,3,0,1,1,622,0,0,1,0,1,1,1,1,0,1,0,0,2,0,2,0,0,3,0,3,1,1,1,0,1,0,0,1,0,1,0,1,4,0,1,0,0,1,0,1,1
10000071,2,0,0,14:09,KY,10072,1,0,7,e,NA,29,23,1,1,2,1,0,1,3,0,2,1,645,0,0,1,0,1,0,0,0,0,0,1,1,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,1
10000073,7,0,0,14:27,FL,10030,2,0,0,f,2,28,22,1,3,1,1,0,3,3,0,2,3,729,0,0,1,0,1,0,0,0,0,0,0,1,1,0,3,0,1,1,0,3,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,0,0,3,0,3,1
10000074,2,0,0,18:14,CO,10074,2,1,5,e,NA,44,42,1,2,5,1,0,1,1,0,2,2,574,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,1
10000081,6,0,3,12:50,OH,10081,2,1,12,e,4,60,57,1,3,4,1,1,3,3,0,1,3,599,0,1,2,0,1,0,1,0,0,1,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,1,3,0,1,0,0,3,0,3,0,0,3,0,3,1
10000083,3,0,2,07:34,ME,10083,1,0,8,f,NA,57,57,0,2,3,0,0,3,3,0,0,2,591,1,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,1,1,1,0,1,1,1,1,0,1,0,1,1,0,2,0,0,2,0,2,1
10000085,4,0,3,18:16,UT,10085,2,1,3,d,NA,50,19,0,1,3,1,0,1,2,1,1,1,656,0,0,1,0,1,0,0,0,0,0,1,1,2,0,2,0,0,2,0,2,0,1,0,0,1,0,1,2,0,1,0,1,2,0,1,0,1,NA,0,1,1
10000087,5,0,4,13:44,OH,10087,1,0,15,c,NA,75,75,0,1,9,1,0,2,2,1,2,3,629,0,1,0,0,1,0,0,0,0,0,1,1,1,0,3,1,1,1,0,3,0,1,0,0,1,0,1,0,0,2,0,1,2,0,3,0,0,1,0,1,1
10000089,3,0,3,13:08,OH,10089,1,0,7,g,NA,39,39,0,1,4,1,0,1,2,0,1,3,668,0,0,1,0,1,0,1,1,0,0,0,1,3,0,1,0,1,3,0,2,0,1,1,0,0,0,0,1,0,1,1,1,2,0,2,0,0,1,0,1,1
10000090,6,0,5,10:08,FL,10090,1,1,1,e,2,28,28,0,1,9,1,0,1,1,0,2,3,628,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,1,2,0,3,0,0,1,0,1,1
10000093,2,0,0,08:31,PA,10093,1,0,10,f,NA,42,42,0,1,1,1,0,3,2,0,2,1,676,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,1
10000099,3,0,4,08:50,KY,10099,1,0,16,d,NA,48,48,0,2,1,0,0,2,3,0,2,1,659,1,1,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,1
10000101,4,0,1,10:27,NY,10101,1,0,1,g,1,49,49,0,3,15,1,1,3,2,1,0,2,670,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,1,4,0,2,0,0,3,0,3,1
10000102,5,0,0,09:30,FL,10102,1,1,6,e,2,75,75,0,2,15,1,0,2,2,1,1,4,603,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,4,0,4,0,0,2,0,2,1
10000106,3,0,4,14:37,GA,10106,2,0,4,e,NA,25,25,1,3,4,1,1,3,3,1,1,3,674,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,0,1,0,1,0,1,1,0,3,0,0,3,0,3,1
10000109,3,0,2,12:20,AL,10109,2,1,12,f,NA,43,37,1,1,2,1,1,2,3,0,2,2,621,0,1,0,0,1,0,1,0,0,1,0,1,1,0,2,0,1,1,0,3,0,0,0,0,0,0,1,0,0,2,0,1,4,0,2,0,0,1,0,1,1
10000110,2,0,1,19:08,CO,10110,2,1,6,g,3,34,33,1,3,7,1,1,3,3,1,2,2,627,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,0,2,0,2,1,1,4,0,4,0,0,3,0,3,1
10000114,3,0,2,16:06,FL,10114,1,1,7,f,2,35,35,0,1,15,1,1,1,1,0,2,3,642,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,0,0,1,0,1,1
10000119,3,0,5,14:07,OK,10119,1,1,17,f,NA,33,33,0,1,1,0,0,1,1,0,0,4,583,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,1,NA,0,NA,1
10000120,4,0,0,14:39,NY,10120,1,1,4,e,1,60,60,0,3,7,1,1,3,3,1,0,3,625,0,1,0,0,1,0,1,0,0,1,0,1,1,0,3,0,1,2,0,3,0,1,0,0,1,0,0,0,0,0,0,1,2,0,3,0,0,3,0,3,1
10000140,2,0,4,18:27,WA,10140,1,0,11,g,NA,43,43,0,1,2,1,0,1,2,0,1,1,683,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1
10000142,2,0,2,16:18,TN,10142,1,1,21,d,3,60,58,1,2,15,0,1,2,3,0,0,2,513,1,1,1,0,1,0,0,1,0,1,1,1,3,0,3,0,0,3,0,3,0,0,0,0,0,1,1,2,0,2,1,1,3,0,3,0,0,2,0,2,1
10000146,2,0,3,15:25,KY,10146,1,1,14,f,4,24,24,0,3,8,1,1,2,2,1,2,4,621,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,4,0,4,0,0,3,0,3,1
10000149,2,0,1,15:05,FL,10149,1,1,4,f,2,32,32,0,4,1,2,0,3,3,0,3,3,686,0,0,2,0,2,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,4,0,4,1
10000153,2,0,4,14:48,NY,10153,2,1,6,d,2,63,63,1,3,8,1,1,3,3,1,0,1,660,1,1,0,0,0,1,1,0,0,0,0,0,3,0,3,0,0,3,0,3,1,1,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,3,0,3,1
10000157,2,0,4,15:06,FL,10157,2,1,1,g,1,63,62,1,4,1,1,0,4,3,1,1,3,648,0,0,1,0,1,0,0,0,0,0,1,1,3,0,3,0,0,3,0,3,0,0,1,0,1,1,1,2,0,2,1,1,4,0,4,0,0,4,0,4,1
10000166,5,0,0,13:11,PA,10165,1,0,7,h,2,54,54,0,3,9,2,1,3,3,1,3,4,634,0,1,1,0,2,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,1,1,0,3,0,0,4,0,4,0,0,3,0,3,1
10000171,2,0,1,12:06,CT,10170,1,1,7,e,4,45,45,0,4,14,1,0,3,3,0,0,1,618,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,4,1
10000174,5,0,4,13:31,FL,10173,1,1,6,h,2,75,75,0,3,10,1,0,3,3,1,1,3,631,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,1
10000175,3,0,1,11:58,FL,10174,1,0,7,i,4,45,45,0,3,13,2,0,1,2,0,3,4,696,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,3,0,3,0,0,4,0,4,0,0,3,0,3,1
10000177,3,0,3,13:38,OH,10176,1,0,2,f,NA,58,58,0,3,15,1,0,3,3,0,2,3,639,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,0,0,3,0,3,1
10000181,5,0,0,14:47,PA,10179,1,0,13,c,NA,48,41,1,1,1,0,0,1,2,0,0,1,621,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0,2,0,1,1,0,0,0,1,2,0,0,0,1,2,0,1,0,0,1,0,1,1
10000185,5,0,4,15:49,OH,10183,1,0,5,e,NA,29,29,0,2,1,2,0,2,2,0,3,3,622,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,2,0,2,1
10000186,5,0,2,09:45,WI,10184,1,1,5,d,NA,51,51,0,3,15,2,1,3,3,1,1,3,643,0,0,2,0,2,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,0,1,0,1,1,1,4,0,2,0,0,3,0,3,1
10000195,5,0,0,15:54,OR,10192,1,0,4,f,4,44,44,0,4,5,1,1,3,3,0,1,2,614,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,4,0,4,1
10000196,5,0,2,14:49,UT,10193,1,0,10,f,NA,21,21,0,1,4,2,1,1,2,0,1,1,605,0,1,1,0,2,0,0,1,0,1,0,1,3,0,1,0,1,3,0,2,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,1,0,1,1
10000199,5,0,2,10:24,OK,10196,1,0,27,e,4,22,22,0,3,7,0,0,1,1,0,0,1,536,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,3,0,3,1
10000201,7,0,4,15:05,OR,10198,1,0,6,e,NA,23,23,0,3,8,1,1,2,3,0,1,1,679,0,0,1,0,1,0,1,0,0,1,0,1,3,0,2,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,1,3,0,1,0,0,3,0,3,1
10000202,3,0,1,10:57,UT,10199,2,1,14,g,NA,46,43,1,1,1,0,0,1,2,0,0,2,572,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,1,1,NA,0,NA,1
10000204,3,0,3,11:31,ID,10201,2,0,3,d,1,58,23,0,3,2,1,1,3,3,0,2,4,634,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,2,0,2,0,0,4,0,4,0,0,3,0,3,1
10000207,2,0,4,09:02,KY,10204,1,0,2,d,2,32,32,0,2,2,1,1,1,3,1,2,4,621,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,1,0,1,0,0,2,0,2,0,0,4,0,4,0,0,2,0,2,1
10000213,2,0,0,15:48,AR,10210,2,1,10,f,NA,46,21,0,1,6,0,0,1,1,0,0,4,599,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,1,NA,0,NA,1
10000219,2,0,4,11:38,FL,10216,1,0,7,d,3,23,23,0,1,5,2,0,1,3,0,3,3,706,1,1,1,0,1,1,1,1,0,1,1,1,3,0,3,0,0,3,0,3,1,1,1,0,1,1,1,1,0,1,0,0,3,0,3,0,0,1,0,1,1
10000222,2,0,2,14:53,GA,10219,1,0,3,e,NA,55,55,0,1,9,1,1,2,3,1,2,2,692,0,0,1,0,1,0,0,1,0,1,1,1,3,0,3,0,0,3,0,3,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,1
10000223,4,0,3,21:16,NH,10220,2,1,1,f,4,75,75,1,3,1,1,0,3,3,0,1,1,591,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,1,0,0,0,1,0,0,1,0,1,1,0,1,0,3,0,0,3,0,3,1
10000225,4,0,3,10:26,WI,10222,1,0,19,d,NA,29,29,0,2,4,0,0,2,2,0,0,2,570,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,1,2,0,0,0,0,2,0,2,0,0,2,0,2,1
10000226,2,0,2,14:50,GA,10223,1,1,2,f,NA,37,37,0,1,5,1,1,2,2,1,2,4,635,1,1,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,2,0,2,1,1,0,0,0,1,1,0,0,0,0,0,4,0,4,0,0,1,0,1,1
10000231,4,0,0,11:17,NY,10227,1,1,5,d,2,75,54,0,4,0,1,0,3,3,0,0,2,643,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,4,0,4,1
10000232,2,0,4,11:40,ME,10228,1,0,9,e,NA,53,53,0,2,11,1,0,2,2,0,2,1,586,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2,0,2,1
10000233,3,0,4,10:34,TN,10229,1,0,8,g,NA,42,42,0,1,2,1,1,1,3,1,2,2,665,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,1
10000234,5,0,1,09:55,NY,10230,2,1,2,d,1,75,75,1,3,5,1,0,3,3,0,0,2,652,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,1
10000235,2,0,0,13:22,OH,10231,3,1,15,g,NA,42,18,1,3,1,0,0,3,3,0,0,2,614,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,1
10000237,4,0,2,09:32,FL,10233,1,1,3,f,1,42,42,0,1,15,1,0,1,3,1,2,3,595,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,3,0,0,1,0,1,0,0,2,0,2,0,1,4,0,3,0,0,1,0,1,1
10000238,2,0,4,14:30,MO,10015,1,0,4,f,3,28,28,0,3,1,1,1,3,3,0,2,2,602,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,3,0,3,1
10000241,2,0,2,16:59,TN,10237,1,1,3,f,NA,50,50,0,1,6,1,1,1,1,1,2,1,619,0,0,1,0,1,1,1,0,0,0,1,1,2,0,2,1,1,2,0,2,1,1,0,0,0,0,0,2,0,2,1,1,3,0,3,0,0,1,0,1,1
10000244,2,0,2,14:09,OH,10240,1,0,10,e,NA,35,35,0,1,4,0,0,2,3,0,1,3,595,1,1,1,0,1,1,1,1,0,1,1,1,3,0,3,0,0,3,0,3,1,1,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,1,0,1,1
10000247,3,0,2,09:05,IA,10243,1,0,8,f,NA,37,37,0,4,3,1,0,3,3,0,2,2,567,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,4,0,4,1
10000249,5,0,3,14:47,OH,10245,1,1,16,f,NA,28,28,0,3,2,0,0,3,3,0,0,3,563,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0,3,0,3,0,0,3,0,3,1
10000251,2,0,0,10:36,CT,10247,2,1,3,f,1,46,27,0,4,3,1,0,3,3,1,0,1,657,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0,4,1
10000257,4,0,2,10:05,OH,10253,1,0,5,f,NA,21,21,0,3,6,1,1,2,3,1,2,2,645,0,0,1,0,1,0,0,1,0,1,1,1,3,0,3,0,0,3,0,3,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,0,0,3,0,3,1
10000258,3,0,0,09:19,NY,10254,1,0,7,e,2,28,28,0,3,6,1,0,3,2,0,0,2,628,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,1
10000260,5,0,0,13:36,FL,10255,2,1,8,g,3,72,67,1,3,11,1,1,3,3,1,2,3,648,0,0,1,0,1,0,0,1,0,1,0,1,1,0,3,0,1,2,0,3,0,0,1,0,1,0,0,2,0,2,0,0,3,0,3,0,0,3,0,3,1
10000267,4,0,3,13:35,WV,10262,1,1,4,f,NA,38,38,0,2,6,1,0,1,1,0,2,2,656,0,0,1,0,1,0,1,1,0,0,0,1,3,0,1,0,1,3,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,1
10000268,5,0,4,10:34,NY,10263,1,0,7,g,2,45,45,0,3,15,1,0,3,2,1,0,2,673,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,1
10000270,2,0,4,14:39,NY,10265,1,0,6,e,4,54,54,0,4,5,0,0,4,3,0,0,2,599,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,0,0,4,0,4,1
